alternative_routes_used,crossings,simulation_step,simulation_time,vehicles
0.0,0.0,1.0,16.7,0.0
11.0,0.0,2.0,45.0,0.0
28.0,0.0,3.0,118.1,0.0
46.0,24.0,4.0,247.3,24.0
79.0,68.0,5.0,533.4,68.0
164.0,118.0,6.0,1149.9,118.0
231.0,167.0,7.0,2130.7,167.0
362.0,224.6,8.0,3858.0,212.0
520.0,303.6,9.0,6608.0,269.0
680.0,383.9,10.0,10860.4,320.6
790.0,460.9,11.0,14831.2,365.1
871.9,529.5,12.0,18632.7,410.7
973.8,634.7,13.0,22491.8,469.6
1144.6,711.1,14.0,26787.6,501.2
1339.7,782.8,15.0,30173.6,523.3
1618.0,835.5,16.0,33711.3,538.3
1966.3,909.6,17.0,37525.8,554.5
2246.9,959.1,18.0,41165.8,564.6
2450.6,998.4,19.0,44064.7,572.3
2656.5,1029.1,20.0,46892.8,578.4
2840.3,1067.9,21.0,49469.3,583.5
2983.1,1101.9,22.0,50992.6,587.2
3097.5,1132.0,23.0,52232.2,589.0
3187.3,1160.1,24.0,53178.8,591.6
3257.8,1193.0,25.0,54031.4,594.5
3317.2,1216.6,26.0,54684.6,598.3
3356.9,1243.7,27.0,55097.2,599.2
3391.4,1267.2,28.0,55436.6,602.0
3419.8,1283.1,29.0,55646.6,603.3
3443.0,1298.8,30.0,55824.2,605.6
3461.2,1313.2,31.0,55957.7,606.8
3474.0,1332.2,32.0,56055.8,607.7
3481.4,1346.9,33.0,56125.1,608.2
3487.4,1359.2,34.0,56182.4,608.5
3491.4,1370.1,35.0,56229.1,610.1
3494.6,1381.3,36.0,56267.6,610.5
3496.1,1392.4,37.0,56300.5,611.5
3498.1,1400.4,38.0,56327.9,612.2
3499.3,1407.3,39.0,56347.0,613.3
3499.8,1413.8,40.0,56363.1,613.4
3500.2,1422.6,41.0,56375.5,613.8
3501.0,1426.3,42.0,56385.5,614.0
3501.4,1430.4,43.0,56393.4,614.0
3501.8,1434.6,44.0,56401.3,614.0
3502.2,1438.5,45.0,56408.3,614.0
3502.6,1441.4,46.0,56414.9,614.2
3503.0,1443.9,47.0,56421.5,614.2
3503.3,1447.2,48.0,56427.4,615.5
3503.4,1449.3,49.0,56434.0,616.2
3503.5,1451.2,50.0,56439.9,616.4
3503.6,1455.0,51.0,56445.1,617.4
3503.8,1457.5,52.0,56450.9,617.5
3503.9,1458.8,53.0,56454.7,617.5
3503.9,1461.5,54.0,56458.6,618.5
3503.9,1464.8,55.0,56462.5,618.7
3503.9,1465.8,56.0,56465.4,618.8
3503.9,1467.6,57.0,56468.8,618.9
3503.9,1468.4,58.0,56471.7,618.9
3503.9,1469.8,59.0,56474.6,619.0
3503.9,1471.5,60.0,56477.4,620.2
3503.9,1474.6,61.0,56480.5,620.8
3503.9,1475.6,62.0,56484.0,620.9
3503.9,1477.3,63.0,56487.3,622.2
3503.9,1477.9,64.0,56490.8,622.5
3503.9,1479.1,65.0,56494.3,622.6
3503.9,1479.1,66.0,56497.0,622.6
3503.9,1480.6,67.0,56500.1,623.1
3503.9,1483.7,68.0,56503.1,624.4
3503.9,1484.6,69.0,56504.9,625.1
3503.9,1486.2,70.0,56507.0,625.3
3503.9,1487.9,71.0,56509.2,625.8
3503.9,1489.5,72.0,56511.6,626.0
3503.9,1489.7,73.0,56513.6,626.1
3503.9,1490.9,74.0,56515.3,626.2
3503.9,1493.4,75.0,56517.3,626.8
3503.9,1495.0,76.0,56518.6,627.2
3503.9,1496.0,77.0,56520.3,627.7
3503.9,1496.0,78.0,56521.9,627.7
3503.9,1497.9,79.0,56523.6,628.0
3503.9,1498.8,80.0,56524.7,628.2
3503.9,1499.3,81.0,56525.9,628.5
3503.9,1499.4,82.0,56527.1,628.6
3503.9,1500.4,83.0,56528.3,628.6
3503.9,1502.3,84.0,56529.7,629.6
3503.9,1502.9,85.0,56530.4,630.0
3503.9,1503.0,86.0,56531.4,630.1
3503.9,1503.7,87.0,56532.3,630.1
3503.9,1504.5,88.0,56533.1,630.3
3503.9,1505.3,89.0,56534.1,631.0
3503.9,1506.5,90.0,56535.2,631.1
3503.9,1507.0,91.0,56536.0,631.1
3503.9,1507.8,92.0,56536.7,631.3
3503.9,1508.1,93.0,56537.5,631.5
3503.9,1509.4,94.0,56538.5,631.6
3503.9,1509.6,95.0,56539.2,631.6
3503.9,1511.0,96.0,56540.1,632.6
3503.9,1511.5,97.0,56540.8,632.9
3503.9,1512.0,98.0,56541.4,633.1
3503.9,1512.9,99.0,56542.0,633.6
3503.9,1513.3,100.0,56542.8,633.7
